,Name,Time,Num_Reviews,Title,Content,Rating
6,Alex Vejlgaard Sørensen,2020-09-24,1,Your new layout design does not suit me…,"Facebook has weak security in spite of their claims to the contrary. Frequently claiming a member's log in is supicious, even though it's same as always.Lengthy, pointless re setting of security and password.Communication with users is almost non-existent. The site is huge and sets up inadequate sytems to deal with clients problems.Extensive tracking of members leads to time consuming inappropriate adverts.e. g. a user researches and buys an item Online, and then FB bombard you with offers to buy, or where you can buy, the item you already bought!Facebook was 2 star, now only one as it deteriorates.",1
7,Deborah Pannette,2020-09-24,2,Not a Positive Update to the System,Really not okay with their total lack of interest in fact-checking ads. This affects our elections and they (or at least the CEO) don't seem to care. They profit from propaganda.,2
8,JaSoldier,2020-09-23,16,Facebook has weak security in spite of…,Fake Lame and whack af and GAY,1
9,Mike N,2020-09-23,3,They profit from propaganda,"false news, lies, and facebooks weeding out certain posts, there saying you cant post this and that, and anything about the holocaust, if you write your opinion about amy subject they jave these jerks, removing yur postings and limiting your account where you cannot post fo r 3 days, then 7 days then 30, they are being fascists, but they flood your page with ads and videos that are garbage, they post false news, an d lies, tired of it",1
10,Johnsonboy chris,2020-09-23,3,Fake Lame and whack af,"Nice, that's all",1
11,Valarie Ann Pacheco,2020-09-23,3,facebook and their fascism and false news,"Im happy they verified my Facebook account after 8 months, by using genuine SA'n  Identity Book sent via email for  account verification process. I ve been trying to recover my account. . . doing the same thing from last year December . It was when I lost my phone and simcard that I had been using for 2 factor authentication. I got that when I was using quora. lots of people where having the same issue as I was. Now I'm finally in. I could've shown the email I got for my account recovery. All the best to Zucks Developers. Nowadays the security is the only concern I always had. In years to come it could be nice to have a family security room whereby we cant get in without a specific unique number to be logged with, which is sent as an OTP and which might be the best with more user detail encrypted.",1
12,Mark,2020-09-22,2,Nice,I love this app! We got in touch with our long lost colleagues but at the same time giving us an option to be private if we want to...,3
13,Briar Burke,2020-09-22,4,this is a bad experience,"Website/App is useful. But has lots of bugs and issues. Mainly, even after loading/refreshing the 'Home' page, it keeps on showing the old posts. What it should do is, when the 'Home' page gets refreshed/reloaded, the posts should be arranged from the most recent to the old ones.",1
14,oyama Siphula,2020-09-22,18,2 factor Security Complement,"Facebook is run by pedos fuc.k Facebook u r,etarded mother fuc.kers founder of fb beware ur dead soon Mark slow and painfully as they rip u apart wait kid we coming and zoros",5
15,Marivic Custodio,2020-09-21,6,I love this app,The absolute worst!!!! Banned me for 30 days because of an astronomical joke!!!!! The algorithms are TRASH!!!! I did not use hate speech!!!! A 5 year older would have laughed because even a child knows a joke when they hear one!!!! Absolutely ridiculous censoring practices!!!!!,4
16,Afiya khanum M,2020-09-21,2,Website/App is useful,none,3
17,David Marshall,2020-09-20,4,Facebook is run by pedos f.uck Facebook…,none,1
18,Tracey Stephens,2020-09-20,6,The absolute worst!!!,none,1
0,Ziad Yac,2020-09-20,1,First my ad was rejected several times,"First my ad was rejected several times, then someone from Facebook goes and activates it manually without my knowledge some time after my last attempt. Seriously, I received no email notification and at 25£ a day, that's not great. Anyway, this is running for a few days now (I guess..), meanwhile my shop evolves and I have an out of date ad running and charging me a truckload while generating no revenue. After 3 weeks I receive ONE bill of 200£. The total? £624.28 taken out and zero recourse.",1
0,Shane Gable,2020-09-20,3,Facebook is blocking fire victims from…,"Facebook is blocking fire victims from watching live stream from Cal Fire's Facebook page. You now have to be logged in, and you are forced to create a Facebook account to watch. Cal Fire and local county Sheriff have a live stream on the fire status every evening, but now I can't watch. I'm missing out on evacuation warnings and fire contaiment status.",1
1,Leven ,2020-09-18,9,Facebook has been silencing…,Facebook has been silencing conservatives and promoting liberal antifa violence. this has to stop. stop taking soros money and betraying USA,1
2,M.A. Shaikh,2020-09-18,2,Facebook is literally the waste time?,"Facebook is literally the waste of your time, money and efforts apart from its small benefits to some bigger companies.It steals your privacy, sell it and raise the slogan of a customer friendly organisation. What the F***?Also they doesn't provide any support options for thier troubleshooting except a sh**** support page.",1
3,Ethan Trenaman,2020-09-18,2,Trash,"Trash. They take your privacy away. And the marketplace is a joke because I tried listing a GENUINE Versace item with authenticity tag and number attached and they denied to post it, then when I went to ask for another review they said they probably won’t be able to follow up because of Covid-19... like are you actually serious? Complete joke. Thanks Zuckerfuck.",1
4,Billy Bob,2020-09-17,10,PEDOPHILES WORK HERE,Run by a group of freedom of speech censoring pedophiles. They should be in prison for violating the constitutional rights of all users.,1
5,james coleborn,2020-09-17,9,"Face Book Marketplace, a waste of space","I wanted to sell an item and was advised the FB Marketplace would be suitable.After about an hour of working out how to get my item on the site (no directions whatever) I finally managed it and saw a page with my advert...seemingly posted.It appears that every time I log on I get a page with a different format/style and the following day noticed a well hidden message from them asking for a verification. I complied.My ad is still there and so is the request for verification. Does that mean it didn't go through or do they want me to do it again, in which case they should tell me what is wrong otherwise I shall just repeat the error.I will now look for a forum that works as FB clearly doesn't.",1
6,Justin S. Cross,2020-09-17,10,Totally useless,"tired of mark the commy, if you don't share the left views and openly denounce what there doing the restrict your account with no explanation. i cant join groups, comment or post at all for what , no explanation i have completely had it with there social brain washing its ok to bash the president, burn down cities, push lies an hate but its not ok to stand up to them . they are election tampering at its finest. showing child molesting bidon ads and vote for biden but if you even say trumps name they ban you. zuck the f..k knows its happening his moderators are blatantly telling  people if you don't have there views they will block, limit or flat out delete your account. facebook it self is a home grown terrorist organization and needs to be shut down. violate the constitution and your rights to free speech unless your a whiney snowflake. they again restricted my page for 0 reason  i posted a video of there moderators stating they will delete any trump supporters account as well as what happens when you type cop lives matter into th gif search. they immediately removed both posts and then i went to comment on a pic of my niece and well account restricted with 0 explanation. f..k blm f..k antifa and any other hate group. stating you don't agree with them makes you racist. hey zuckerf*** im puerto rican and white with every race in my family racist that's a laugh i'm anti stupid and race baiting and destruction and harm to innocents color don't have f*** all to do with it. your a commie peace of s**t a liar and a cheat as well as a thief. this platform need to be shut down period,as well as i am contacting the media as well as a attorney and filing a federal lawsuit for civil rights violations from facebook.   its time these peaces of sh.t re taken down. you dont control this american zuckerf*** i would love to meet you face to face to discuss your anti american communist bulls**t. anytime zuck any time",1
7,vj rivera,2020-09-16,1,tired of mark the commy,This is a site where cult members can post graphic videos of children having their heads sliced with a big knife and fb refuse to remove it but if a person posts about Vietnam Veterans it will be removed.....we report on paedophiles and HATE messages to white people and nothing is done but if a person goes against a non white person they are usually banned..,1
8,Evelyn Simon,2020-09-16,1,This is a site where cult members can…,"Worst social media website ever ! Promoting sex, children abuse, religion bias...etci would not recommand this website to anyone.",3
9,target hole,2020-09-16,2,"sex trafficking, child abuse and porn !",Facebook have blocked my business account for no reason. I was asked to type in a SMS confirmation code to confirm it's me. The code just didn't arrive to my phone number. It has now been three days and I am now losing money due to not being able to contact prospective clients. Total disgrace. How can confirm it's me if Facebook won't send a confirmation code to my phone number??   I was told to talk it out with Edwinconsult __ on Instagram regarding my account recovery and they did just that.. recovered me back as well,1
